"","products_sold","product_category","quality","satisfaction","discount","retail_price","perc_physical","market_size"
"1962",204795,"toys","premium",4,13,22,46.7,3910
"1963",223627,"toys","off_brand",4.5,15,10,55.4,2318
"1964",245997,"toys","off_brand",4.8,3,33,NA,3099
"1965",170335,"other","premium",4.3,22,17,5,850
"1966",221029,"health","premium",4.6,23,22,57.5,2924
"1967",74836,"health","off_brand",4.2,2,16,26.1,1155
"1968",106018,"toys","off_brand",4,1,33,64.4,2025
"1969",184403,"toys","premium",4.3,1,17,69,2962
"1970",152348,"health","off_brand",3.9,2,15,5,2458
"1971",216557,"health","off_brand",4.7,11,27,52.9,2881
"1972",194481,"health","off_brand",4.7,6,17,42.9,1435
"1973",186291,"health","off_brand",3.8,201,12,72.7,2829
"1974",213708,"food","premium",4.5,12,NA,23.2,2369
"1975",126355,"toys","off_brand",4,7,20,54.7,2220
"1976",183330,"food","off_brand",4.6,22,17,48.6,720
"1977",109985,"toys","premium",4.6,5,26,16.5,786
"1978",127984,"toys","off_brand",3.9,8,19,60.7,2777
"1979",149701,"toys","off_brand",4.4,7,NA,110.8,1808
"1980",134390,"health","off_brand",3.8,6,24,58.7,2880
"1981",86682,"toys",NA,3.9,3,20,60.5,2190
"1982",128167,"other","off_brand",4.6,7,11,19.9,1101
"1983",49431,"toys","premium",3.5,3,19,51.1,613
"1984",76195,"toys","off_brand",3.9,1,22,52.4,1906
"1985",211748,"food","premium",4.9,10,22,61.2,1260
"1986",158947,"food","premium",3.7,3,26,8.5,3028
"1987",107620,"health","premium",3.6,5,19,41.7,1851
"1988",118308,"toys","off_brand",4.3,10,16,74.5,974
"1989",170157,"toys","off_brand",4.9,13,25,56.7,2248
"1990",86297,"toys","premium",3.6,2,22,80.5,1808
"1991",154164,"other","premium",4.4,6,24,30.3,1374
"1992",224031,"health","off_brand",4.7,12,15,76.6,2323
"1993",120707,"health","off_brand",2.5,2,16,49.9,1922
"1994",138170,"toys","off_brand",4.1,24,18,19.7,1574
"1995",154728,"toys","off_brand",4.5,5,10,40.4,578
"1996",153389,"health","off_brand",4.7,4,24,51.8,1156
"1997",169605,"health","off_brand",4.5,22,22,NA,740
"1998",97387,"other","off_brand",3.9,14,17,5,1238
"1999",144001,"health","off_brand",4.5,9,18,17.9,1288
"2000",155552,"health","premium",4.8,8,17,57.8,1185
"2001",107910,"toys","off_brand",4.3,7,16,53.3,394
"2002",216496,"health","off_brand",4.4,22,24,53.9,2796
"2003",268451,"health","off_brand",4.1,22,15,31.3,4011
"2004",226808,"food","premium",4.4,9,17,11.2,3386
"2005",85026,"health","premium",4.1,2,21,20.5,959
"2006",112757,"toys","off_brand",4.6,15,6,61.6,709
"2007",219253,"food","off_brand",4.6,5,22,69.8,3035
"2008",118440,"health","off_brand",4.6,8,NA,52.3,757
"2009",215626,"toys","off_brand",4.9,11,NA,56.8,2196
"2010",75627,"toys","off_brand",4.6,6,16,57,819
"2011",134753,"toys","premium",4.3,7,9,64,847
"2012",190592,"health","premium",4.4,6,19,25.7,3119
"2013",164122,"toys","off_brand",4.8,5,13,88.9,1697
"2014",138428,"food","off_brand",3.7,7,26,31.7,2583
"2015",83990,"health","premium",3.6,5,16,5,1204
"2016",146720,"health","premium",4.4,13,17,65.3,1492
"2017",83219,"other","premium",4.3,4,16,45.9,1109
"2018",150396,"toys","off_brand",4,8,19,63.1,2981
"2019",198812,"health","premium",4.8,2,14,29.8,1284
"2020",132346,"toys","premium",4.1,18,19,62.7,2083
"2021",158429,"toys","premium",4.7,3,16,58.2,2498
"2022",264520,"health","off_brand",4.6,10,15,21.9,3213
"2023",159913,"other","off_brand",3,6,NA,43,2368
"2024",125069,"other","off_brand",4.4,4,22,40,1223
"2025",230507,"health","off_brand",4.2,14,NA,49.2,3189
"2026",103879,"health","premium",4.6,9,25,25.9,946
"2027",132213,"toys","premium",3,187,30,30.2,2943
"2028",201871,"health","off_brand",4,18,25,26.6,3197
"2029",168814,"health","premium",4.6,8,21,NA,1382
"2030",155048,"toys","off_brand",3.9,6,14,61.2,2905
"2031",205986,"toys","off_brand",5,8,17,72.5,2673
"2032",196573,"toys","off_brand",4.8,2,6,108.7,2453
"2033",120098,"health","off_brand",4.3,9,38,78,1282
"2034",97474,"toys","premium",3,19,15,52.8,1212
"2035",168538,"toys","off_brand",4.8,2,19,46.8,2003
"2036",111510,"other","off_brand",4.2,6,24,44.2,844
"2037",185224,"food","off_brand",4.3,6,16,61,2290
"2038",83068,"toys","premium",4.2,5,15,98.9,887
"2039",116418,"health","off_brand",4.8,2,22,46.1,820
"2040",214659,"toys","off_brand",4.8,3,11,123.8,2858
"2041",220888,"health","off_brand",4.7,3,7,48.9,3201
"2042",80601,"health","off_brand",3,5,23,40.9,969
"2043",148530,"health","off_brand",4.2,12,17,NA,2185
"2044",157684,"other","premium",4.8,13,22,43.8,757
"2045",167814,"toys","off_brand",4.3,8,33,41.7,3537
"2046",182590,"other","off_brand",4.6,8,22,50.9,2479
"2047",66134,"other","premium",4,1,2,50.8,721
"2048",154583,"toys","premium",4.2,8,34,108.7,2786
"2049",125997,"health","off_brand",4.3,2,20,55.3,2067
"2050",96338,"toys","off_brand",3.5,8,26,NA,1934
"2051",70686,"health","premium",3.8,1,13,60.9,974
"2052",89371,"other","premium",3.9,7,29,5,953
"2053",75817,"toys","off_brand",3.4,5,18,75,1329
"2054",147197,"toys","off_brand",4.1,2,23,43.6,2503
"2055",142310,"toys","premium",4.3,9,30,33.1,2753
"2056",181820,"health","premium",3.5,11,16,7.7,3668
"2057",191961,"food","off_brand",3.4,8,19,70.8,3462
"2058",127958,"food","premium",3.9,21,21,79.6,678
"2059",96794,"health","off_brand",3.7,9,18,48.6,1905
"2060",133634,"food","premium",4.2,7,12,34.9,752
"2061",200706,"food","off_brand",3.2,3,24,7.2,3478
"2062",146610,"health","off_brand",4.9,1,33,52,1708
"2063",150848,"health","off_brand",4.2,8,30,32.3,1825
"2064",265448,"food","premium",3.5,4,30,11.6,4891
"2065",79442,"health","off_brand",3.4,10,23,45.6,1472
"2066",153870,"health","off_brand",4.6,11,24,43.1,1075
"2067",47085,"health","off_brand",3.5,4,26,35.6,1016
"2068",75487,"health","premium",3.3,5,15,55.6,1102
"2069",121474,"health","off_brand",3.6,12,22,51.8,1643
"2070",112088,"food","off_brand",3.8,14,34,55.2,997
"2071",209188,"other","off_brand",4.3,4,30,37.8,2755
"2072",75287,"toys","premium",4.5,4,12,48.2,954
"2073",156152,"food","off_brand",4.4,14,18,84.4,1044
"2074",235028,"food","premium",4.6,10,14,15.1,3048
"2075",203592,"other","off_brand",4.3,9,23,87.6,2859
"2076",184982,"other","off_brand",4.5,12,33,83.6,2855
"2077",149000,"health","premium",3.5,14,15,53.6,2856
"2078",115170,"health","premium",3.8,4,25,47.3,1101
"2079",191874,"toys","off_brand",4.4,4,28,58.6,3285
"2080",24411,"toys","off_brand",3.8,1,24,72.8,866
"2081",73033,"health","off_brand",3.4,13,28,11,892
"2082",104223,"health","off_brand",3.9,5,18,62.4,2644
"2083",174484,"health","premium",4.6,9,11,NA,2129
"2084",113527,"health","premium",4.7,6,15,93.3,1193
"2085",221245,"toys","premium",4.5,9,20,46.1,3376
"2086",151916,"health","premium",4.1,2,29,NA,3185
"2087",107963,"other","off_brand",4,2,22,43.9,800
"2088",78121,"health","premium",3.2,6,18,46.9,1696
"2089",95843,"toys","off_brand",3.5,4,14,84.2,898
"2090",113712,"toys","premium",4.4,6,20,52.7,1152
"2091",103391,"toys","off_brand",4,3,28,89.8,2092
"2092",132238,"health","off_brand",4.3,2,33,107.6,1928
"2093",153133,"health","off_brand",3.9,8,20,52,2890
"2094",47826,"toys","premium",3.5,17,23,46.2,1033
"2095",72904,"health","premium",4.2,7,27,31.2,1340
"2096",115448,"toys",NA,3.8,11,10,55.9,2279
"2097",123893,"health",NA,4.7,4,28,40.6,1790
"2098",250532,"toys","premium",4.9,17,17,70.2,2668
"2099",187855,"health","off_brand",4.7,24,21,47.6,1135
"2100",138778,"toys",NA,4,11,26,5,2013
"2101",181573,"toys","premium",4,2,22,32.1,3653
"2102",123499,"food","premium",3.7,3,18,19.9,2636
"2103",204389,"other","off_brand",4.1,12,13,89.3,2518
"2104",89054,"health","off_brand",4,2,10,49.4,899
"2105",261578,"health","off_brand",4.2,27,18,79.5,2935
"2106",118942,"health","premium",4.4,5,NA,5,1891
"2107",130653,"toys","off_brand",3.3,9,NA,29.2,2775
"2108",252383,"health","premium",4.7,8,20,29.4,4618
"2109",34242,"toys","off_brand",3.7,3,21,70.5,850
"2110",144521,"toys","off_brand",3.5,4,20,81.9,3413
"2111",153423,"other","off_brand",3.7,7,13,20.4,3324
"2112",181999,"health","premium",4.6,207,23,49.3,2655
"2113",153263,"toys","off_brand",4.9,4,27,75.5,888
"2114",171824,"food","premium",4.6,19,18,46,1197
"2115",97700,"toys","off_brand",4.1,8,11,31.2,599
"2116",149922,"health","off_brand",4.4,8,24,34.5,1677
"2117",188220,"health","premium",4.4,7,25,24.4,2445
"2118",120904,"toys","off_brand",4.4,8,16,61.1,1040
"2119",201462,"food","off_brand",4.5,0,24,61,2241
"2120",123713,"health","off_brand",4.6,2,20,52.1,1522
"2121",82498,"health","premium",3.5,2,16,60.7,2033
"2122",165396,"other","premium",4.6,14,9,67.4,1591
"2123",87872,"health","off_brand",4.2,3,24,57.2,933
"2124",65126,"health","off_brand",3.3,7,23,33.2,1203
"2125",187089,"toys","premium",4.7,3,30,77,2912
"2126",122650,"toys","off_brand",3.9,8,31,39.1,2279
"2127",174533,"health","off_brand",4.9,9,10,97.9,708
"2128",231926,"toys","off_brand",4.4,22,8,75.7,2823
"2129",153395,"health","premium",3.8,8,24,37.9,2693
"2130",131870,"health","off_brand",4.4,4,27,NA,1060
"2131",114607,"toys","off_brand",3.7,25,22,74,754
"2132",168855,"toys","off_brand",3.5,21,30,75.3,3009
"2133",84358,"toys","off_brand",4,4,NA,70.4,1623
"2134",246927,"food","off_brand",4.9,7,22,42.1,2836
"2135",166084,"health","off_brand",4.9,11,12,58.9,1021
"2136",71583,"health","premium",3,19,13,40.7,982
"2137",130028,"toys","premium",4.6,13,23,57.6,1354
"2138",104521,"toys",NA,4.3,5,8,49.5,1806
"2139",159632,"toys","off_brand",4.4,3,8,63.8,2112
"2140",101331,"toys","off_brand",3.7,9,14,44.1,1210
"2141",182007,"toys","premium",4.4,4,21,53.2,2661
"2142",84534,"toys","off_brand",3.7,5,23,52.5,1182
"2143",139611,"health","off_brand",4.5,4,36,38.8,1039
"2144",223343,"toys","off_brand",4.5,0,33,76.4,3485
"2145",169013,"health","off_brand",4.6,18,21,NA,1166
"2146",185243,"toys",NA,3.6,13,1,62.2,2892
"2147",178648,"toys","off_brand",4,3,10,84.6,4098
"2148",150551,"other","off_brand",4,11,15,15.6,2125
"2149",76849,"toys","premium",4.7,178,22,53.2,614
"2150",168416,"toys","off_brand",3.9,9,18,42.9,2376
"2151",194000,"toys","off_brand",4,11,15,57.1,2625
"2152",117125,"toys","premium",4.5,1,12,15.4,861
"2153",202796,"toys","premium",4.5,6,19,52.5,2629
"2154",126894,"toys","off_brand",4.2,6,23,49,1314
"2155",137543,"other","premium",4.1,5,26,57.8,1842
"2156",195526,"other","premium",4,4,18,46.1,3254
"2157",217485,"health","off_brand",4.3,11,10,5,2731
"2158",193598,"toys","premium",4.8,14,19,72.2,2586
"2159",180050,"food","premium",4.5,5,22,57,1972
"2160",36916,"other","premium",4.2,7,17,46.2,487
"2161",95104,"toys","off_brand",4.2,10,15,61.5,971
"2162",84407,"toys","off_brand",4,10,25,48.9,960
"2163",100743,"health","premium",2.8,11,20,12.6,1775
"2164",111248,"toys","premium",2.7,18,28,55.8,1900
"2165",223922,"health","off_brand",4.3,8,29,49.3,3506
"2166",172757,"health","off_brand",4.6,22,16,79.8,951
"2167",71181,"health","premium",4.6,3,18,NA,949
"2168",113887,"toys","premium",2.8,21,29,65.4,2959
"2169",172335,"toys","off_brand",4.8,5,25,45.8,1980
"2170",103377,"toys","off_brand",4.2,5,26,45.5,2064
"2171",104524,"toys","premium",3.6,8,28,44.4,1995
"2172",138886,"toys","off_brand",4.6,6,22,65.4,1280
"2173",184148,"health",NA,4.4,9,14,34.7,2306
"2174",240844,"toys","off_brand",4.6,14,11,80.1,3115
"2175",92104,"health","premium",3.7,4,32,34.9,609
"2176",137364,"other","off_brand",4.5,6,12,13.4,945
"2177",158004,"health","premium",4.7,21,12,27,847
"2178",206529,"food","premium",4.2,2,21,83.3,2640
"2179",196227,"toys","off_brand",4.3,9,16,105.7,2514
"2180",121648,"toys","off_brand",3.7,9,NA,60,2239
"2181",89687,"toys","off_brand",4,2,26,87,1251
"2182",60215,"health","premium",3.8,11,22,53,1049
"2183",153926,"health","off_brand",4.2,8,NA,82.1,1983
"2184",191892,"health","off_brand",4.9,9,2,48.4,775
"2185",150340,"other","premium",4.2,8,27,49.5,2919
"2186",139606,"health","off_brand",4.5,9,15,56.9,950
"2187",69443,"toys","premium",3.7,2,23,29.2,1503
"2188",137053,"toys","off_brand",4.6,4,29,85.1,639
"2189",127097,"toys","premium",4.1,6,12,56.5,2453
"2190",134408,"other","premium",3.8,6,18,47,2609
"2191",92553,"toys","premium",4.6,8,31,44.2,870
"2192",72268,"other","premium",4.6,2,9,50.2,937
"2193",146702,"other",NA,4.3,7,17,40.7,2505
"2194",169547,"toys","premium",3.7,10,21,48.1,3593
"2195",63122,"toys","premium",3.6,10,30,28.7,1025
"2196",153088,"health","premium",4.2,11,26,5,2224
"2197",192295,"other","premium",4.3,9,25,50.6,2613
"2198",149321,"health",NA,4.8,8,23,39.4,1124
"2199",105051,"health","off_brand",3.9,8,3,15,982
"2200",71326,"health","premium",4.1,9,24,61.6,845
"2201",131830,"health","premium",4.5,5,21,35.6,1652
"2202",102247,"food","off_brand",4,6,14,63.3,789
"2203",192173,"health","off_brand",4.4,3,29,83.1,2049
"2204",90096,"food","premium",4.2,3,33,28.1,1393
"2205",146537,"other","premium",4,11,19,65.2,1941
"2206",84837,"other","off_brand",4,14,13,26,1233
"2207",132660,"health","off_brand",4.5,9,12,61.2,1144
"2208",229550,"other","off_brand",4.8,9,22,46.3,3102
"2209",210109,"toys","premium",4.7,7,8,67,2990
"2210",160436,"other","off_brand",4.3,1,22,33.8,2475
"2211",138386,"health","premium",3.9,16,18,5,1559
"2212",201447,"food","off_brand",4.2,16,27,45.3,2500
"2213",234533,"toys","off_brand",4.6,11,11,41.1,3091
"2214",129200,"other","off_brand",4.3,7,NA,57.9,852
"2215",95990,"toys","premium",2.9,14,20,41.9,1239
"2216",84600,"toys","off_brand",3.4,4,11,69.1,1723
"2217",122945,"health","premium",4.5,4,34,41.1,1198
"2218",124113,"health","off_brand",4.3,8,29,46.7,1264
"2219",113452,"health","off_brand",4.5,2,24,60.3,895
"2220",201070,"toys","off_brand",4.7,2,15,33.6,3107
"2221",119544,"other","off_brand",4.2,4,14,42.3,1273
"2222",82676,"health","premium",4.6,4,27,55.9,893
"2223",162708,"health","off_brand",4.5,7,NA,70.8,1121
"2224",178192,"other",NA,3.8,5,25,35.5,3266
"2225",120959,"toys","premium",4.5,4,23,39.2,1191
"2226",66691,"other","premium",4.1,2,21,20.3,711
"2227",108738,"toys","off_brand",4.1,3,12,44.1,2404
"2228",60482,"toys","off_brand",3.6,3,21,71,1312
"2229",107281,"toys","premium",3.8,3,24,54.8,1994
"2230",243501,"toys","off_brand",4.5,13,18,79.5,3377
"2231",219546,"toys","premium",4.6,12,5,47.9,2558
"2232",90566,"other","off_brand",4.2,1,17,68.8,1435
"2233",152865,"other","off_brand",3.8,13,19,47.9,2341
"2234",118010,"toys","premium",4.3,9,10,48.6,979
"2235",51837,"other","premium",4,3,12,45,572
"2236",143657,"toys","premium",4.6,8,12,78,1586
"2237",79008,"health","premium",3.7,6,26,45.3,903
"2238",179248,"toys","premium",4.6,8,22,18.5,2685
"2239",208573,"health","off_brand",4.4,6,33,34.6,2965
"2240",148770,"health","premium",3.7,2,20,7.3,2807
"2241",153954,"health","premium",4.7,7,30,40.3,1966
"2242",164757,"health","off_brand",4.4,10,NA,44.8,2082
"2243",160080,"health","off_brand",4.7,13,18,62.7,504
"2244",160040,"toys","off_brand",4,1,11,65,2220
"2245",94830,"health","off_brand",3.8,3,17,34.4,1283
"2246",122250,"food","off_brand",3.6,12,16,71.7,738
"2247",118832,"toys","off_brand",4.4,14,16,50.4,921
"2248",153090,"health","off_brand",4.1,15,38,48.7,1842
"2249",158734,"health","premium",4.5,5,35,54.1,1709
"2250",95812,"toys","off_brand",4.1,1,13,113.3,1001
